순번,회사명,대표자명,공장대표주소(도로명),공장대표주소(지번),대표업종번호,업종번호,업종명,행정기관,등록일,종업원수,생산품
470,서흥정밀,정윤석,경기도 여주시 주내로 98-98 (매룡동),경기도 여주시 매룡동 110-1번지,29293,"29293, ",주형 및 금형 제조업,경기도 여주시,2010-08-31,5,기계부품
690,천지산업(주),한만오,경기도 여주시 가남읍 경충대로 1022 외 2필지,경기도 여주시 가남읍 은봉리 233-1번지 외 2필지,29293,"29293, ",주형 및 금형 제조업,경기도 여주시,2023-09-20,159,"방산,항공기부품"
130,(주)에이스침대 제3공장,안성호,경기도 여주시 가남읍 헌바디길 23-13 외 2필지,경기도 여주시 가남읍 상활리 495-1번지 외 2필지,32021,"32021, 29180, 32029",주방용 및 음식점용 목재가구 제조업 외 2 종,경기도 여주시,2010-12-15,37,가구
129,(주)에스피디하우징,변윤정,"경기도 여주시 광여로 1133, (상품리 594-4) (산북면)",경기도 여주시 산북면 상품리 594-4번지 (상품리 594-4),32021,"32021, 23919",주방용 및 음식점용 목재가구 제조업 외 1 종,경기도 여주시,2024-07-30,15,"싱크대, 싱크대상판"
331,능서농업협동조합,이명호,경기도 여주시 세종대왕면 매류1길 21-1 외 2필지,경기도 여주시 세종대왕면 매류리 327-13 능서농협창고 외 2필지,17221,"17221, ",종이 포대 및 가방 제조업,경기도 여주시,2010-02-17,15,종이포대
756,한국토형와전(주),이상배,경기도 여주시 가남읍 안금2길 30-22 외 1필지,경기도 여주시 가남읍 안금리 392-2번지 외 1필지,23211,"23211, 23212, 23231, 23232",정형 내화 요업제품 제조업 외 3 종,경기도 여주시,2019-01-24,6,"기와,벽돌,타일 등"
749,한국민예(주),오세양,경기도 여주시 가남읍 안금2길 41-104 외 3필지,경기도 여주시 가남읍 안금리 435-6번지 외 3필지,23211,"23211, 23212",정형 내화 요업제품 제조업 외 1 종,경기도 여주시,2007-10-23,9,분청사기 타일
607,이화산업(주),최동재,"경기도 여주시 세종대왕면 능서로 577, 외 1필지",경기도 여주시 세종대왕면 내양리 263-1 외 1필지,23231,"23231, 23232","점토 벽돌, 블록 및 유사 비내화 요업제품 제조업 외 1 종",경기도 여주시,2013-04-30,61,적벽돌
515,신성테크,이명호,경기도 여주시 산북면 주어로 41-29,경기도 여주시 산북면 주어리 307-9,25924,"25924, ",절삭가공 및 유사처리업,경기도 여주시,2024-05-07,3,"기계부품제조, 금속제품, 금속가공"
571,옴니시스템(주),박혜린,경기도 여주시 가남읍 연삼로 284 외 1필지,경기도 여주시 가남읍 삼승리 479 외 1필지,27212,"27212, 27112, 27214, 27215, 28113, 28119","전자기 측정, 시험 및 분석기구 제조업 외 5 종",경기도 여주시,2023-11-15,19,
648,주식회사 시스테마,김연화,경기도 여주시 흥천면 신율로 190,경기도 여주시 흥천면 신근리 63-14,33932,"33932, 33303, 33409",전시용 모형 제조업 외 2 종,경기도 여주시,2022-05-18,4,"사격훈련장비, 금형,기계부품가공, 낚시/등산/서바이벌 용품"
11,(주)국민이엠씨,박성순,경기도 여주시 도예로 83-20 (오학동),경기도 여주시 오학동 279번지,28122,"28122, 26421, 26429, 27215, 27216, 28123",전기회로 접속장치 제조업 외 5 종,경기도 여주시,2023-04-26,5,"계장제어장치, 영상감시장치"
186,(주)제이비이엔엘,배홍기,경기도 여주시 가남읍 가남로 389,경기도 여주시 가남읍 양귀리 462-2,28122,"28122, 28121",전기회로 접속장치 제조업 외 1 종,경기도 여주시,2023-03-10,4,"콘센트, 스위치"
431,베스트그래핀(주),진성민,경기도 여주시 강천면 강천로 31,경기도 여주시 강천면 간매리 502-32,28902,"28902, ",전기용 탄소제품 및 절연제품 제조업,경기도 여주시,2021-03-25,7,"솔더/전도성 페이스트,그래핀"
289,금강어드밴스(주),정상식,"경기도 여주시 능서면 능서로 227-19, (구양리 200-23)",경기도 여주시 능서면 구양리 200-23번지 (구양리 200-23),27112,"27112, ",전기식 진단 및 요법 기기 제조업,경기도 여주시,2019-09-11,6,광선치료기
171,(주)이맥이노베이션,이승현,"경기도 여주시 산북면 금품2로 161, (주)이맥이노베이션",경기도 여주시 산북면 송현리 276-1 (주)이맥이노베이션,28410,"28410, 28421, 28429, 28512, 28901",전구 및 램프 제조업 외 4 종,경기도 여주시,2024-06-03,3,"고광도항공장애등, 전기매트"
666,주식회사에어라이트,견나영,"경기도 여주시 산북면 광여로 1385, (3동, 4동)","경기도 여주시 산북면 명품리 39-4 (3동, 4동)",28410,"28410, 28421, 28429, 28901",전구 및 램프 제조업 외 3 종,경기도 여주시,2024-07-30,5,고광도항공장애등
