번호,회사명,단지명,대표자명,공장대표주소,업종명
2732,금농식품영농조합법인,,강*정,전라북도 무주군 안성면 사교길 38-1,곡물 제분업 외 1 종
2733,(주)뉴라이트,순창가남농공단지,기*종,전라북도 순창군 순창읍 순창로 34 ((주)뉴라이트),그외 기타 플라스틱 제품 제조업
2734,(주)바이오세라,,전*탁,전라북도 완주군 봉동읍 만경강로 727-10,기타 기초무기화학물질 제조업
2735,진산석재,익산황등농공단지,진*우,전라북도 익산시 황등면 석재단지길 66-3,건설용 석제품 제조업
2736,유한공예,,유*석,전라북도 남원시 이백면 초촌길 124,주방용 및 식탁용 목제품 제조업
2737,샘골식품,,김*식,전라북도 정읍시 북면 박동길 11 (금호타이어 대흥대리점),가금류 가공 및 저장 처리업
2738,주식회사 공명테크,장수천천농공단지,소*천,전라북도 장수군 천천면 장천로 901-5,표면광택제 및 실내가향제 제조업
2739,신복실업,전주제1지방산업단지,이*실,"전라북도 전주시 덕진구 구렛들3길 26-5,  2층 (팔복동1가)",내의 및 잠옷 제조업
2740,삼일다이아몬드공업(주),,공*일,전라북도 익산시 함라면 함낭로 165 (상일다이아먼드주식회사㈜),톱 및 호환성공구 제조업
2741,청정바다식품(농어민후계자식품),,안*관,전라북도 부안군 진서면 진서리 1117번지,수산식물 가공 및 저장 처리업
2742,계룡석건,,이*원,전라북도 익산시 성당면 회선길 15,건설용 석제품 제조업 외 1 종
2743,신일섬유공업사,,최*식,"전라북도 익산시 주현로8길 27-5 (주현동, 주택)",내의 및 잠옷 제조업
2744,(주)정진,,심*곤,전라북도 익산시 오산면 번영로 1799 (대성강화판지),기타자동차부품제조업
2745,광산종합석재,,김*식,전라북도 익산시 성당면 두동리 330-17번지,건설용 석제품 제조업
2746,(주)영풍세라믹,남원광치농공단지,김*호,"전라북도 남원시 광치산업1길 10 (광치동, 영풍세라믹)","점토벽돌, 블록 및 유사 비내화 요업제품 제조업 외 1 종"
2747,농협중앙회,군산지방산업단지,김*환,전라북도 군산시 임해로 447 (소룡동),기타 부동산 임대업
2748,대차정미소,,이*열,전라북도 군산시 대야면 대차길 3,곡물 도정업
2749,엠에스텍스,,박*주,전라북도 정읍시 입암면 접지남부2길 9,면직물 직조업 외 2 종
2750,(주)대규개발,,장*범,전라북도 장수군 장수읍 송천리 산 2-5번지,그외 기타 분류안된 비금속 광물제품 제조업
2751,대동종합식품,,유*열,전라북도 장수군 장수읍 장수리 472-2번지,수산식물 가공 및 저장 처리업
2752,(주)복수,,한*인,전라북도 장수군 계남면 장수로 2734 (총 5 필지),
2753,훼미리식품(주),전주제1지방산업단지,이*훈,"전라북도 전주시 덕진구 팔과정로 216 (팔복동4가, 훼밀리식품(주))",코코아 제품 및 과자류 제조업
2754,현대자동차(주) 전주공장,완주산업단지,이*희,전라북도 완주군 봉동읍 완주산단5로 163 (현대자동차),승용차 및 기타 여객용 자동차 제조업 외 2 종
2755,(주)케이씨씨 전주1공장,완주산업단지,정*익,전라북도 완주군 봉동읍 완주산단4로 19 (KCC전주제1공장),"플라스틱 선, 봉, 관 및 호스 제조업 외 3 종"
2756,(주)프로텍스코리아,완주산업단지,이*근,전라북도 완주군 봉동읍 완주산단4로 182,계면활성제 제조업
2757,(주)농협사료 전북지사,김제서흥농공단지,권*학,"전라북도 김제시 하공로 222 (흥사동, 농협사료 김제공장)",동물용 사료 및 조제식품 제조업
2758,(주)피티앤티,장수천천농공단지,송*규,전라북도 장수군 천천면 장천로 901-8,광학렌즈 및 광학요소 제조업
2759,(주)SH에너지화학,군산지방산업단지,"이*봉, 노*섭","전라북도 군산시 외항7길 20 (소룡동, (주)SH에너지화학)",합성수지 및 기타 플라스틱물질 제조업
2760,(주)미래페이퍼,전주제2지방산업단지,변*영,"전라북도 전주시 덕진구 온고을로 384 (팔복동3가, (주)미래페이퍼)",위생용 종이제품 제조업
2761,농업회사법인주식회사동진,,정*식,전라북도 부안군 동진면 동진로 46 (동진주조),탁주 및 약주 제조업
2762,셰플러코리아(유),전주제2지방산업단지,이*찬,"전라북도 전주시 덕진구 팔과정로 17 (팔복동3가, 셰플러코리아 전주공장)",볼베어링 및 롤러베어링 제조업
2763,(주)상림 농업회사법인,,이*창,전라북도 김제시 용지면 장신2길 33 (㈜ 상림비료) (총 14 필지),기타 비료 및 질소화합물 제조업
2764,알앤더스(주),완주산업단지,장*식,전라북도 완주군 봉동읍 완주산단5로 312 (봉동읍),자동차 차체용 부품 제조업
2765,(주)송산기공,,이*재,전라북도 완주군 봉동읍 무관길 3,그외 기타 자동차 부품 제조업
2766,(주)동양 건재부문 전주공장,,박*병,전라북도 완주군 봉동읍 봉동로 453-30,레미콘 제조업
2767,(주)풍산마루,,이*일,전라북도 완주군 상관면 상관소양로 21-36,목재 깔판류 및 기타 적재판 제조업 외 1 종
2768,황등농업협동조합,,최*식,전라북도 익산시 황등면 황등서로 146,곡물 도정업
2769,(주)대림,군산국가산업단지,황*명,"전라북도 군산시 외항로 816 (소룡동, ㈜대림)",비금속원료 재생업
2770,주식회사 한남글라스,,김*성,전라북도 김제시 백구면 번영로 2640-53 (㈜ 한남글라스),판유리 가공품 제조업
2771,(유)경인,,이*로,전라북도 군산시 임피면 미산길 32-10 ((유)경인),과실 및 채소 절임식품 제조업 외 1 종
2772,(주)목림,,이*훈,전라북도 정읍시 감곡면 장무길 18-5 (㈜복림),표면가공목재 및 특정 목적용 제재목 제조업 외 2 종
2773,(주)대한거울,무주안성농공단지,여*록,전라북도 무주군 안성면 공단로 26,판유리 가공품 제조업
2774,(유)호서콘크리트,,박*한,전라북도 임실군 오수면 오수로 427,레미콘 제조업
2775,(주)메트로비엔에프,,정*건,전라북도 임실군 관촌면 관진로 112-4,액상시유 및 기타 낙농제품 제조업 외 1 종
2776,주식회사 신광석재산업,,박*범,전라북도 순창군 풍산면 곡순로 2604-2,건설용 석제품 제조업
2777,(주)일신산업,김제월촌농공단지,정*수,"전라북도 김제시 월촌공단길 102 (연정동, 일언지업주식회사) (총 2 필지)",플라스틱 발포 성형제품 제조업
2778,(유)동남산업,,김*선,"전라북도 김제시 봉황로 1232 (오정동, 동남산업) (총 2 필지)",플라스틱 발포 성형제품 제조업
2779,(유)성경,,이*희,전라북도 김제시 공덕면 유강로 101,아스콘 제조업
2780,(유)환영금속,김제만경농공단지,조*대,전라북도 김제시 만경읍 만경공단2길 40 (세중산업),제철및제강업
2781,바이오 농호,,임*성,전라북도 정읍시 감곡면 금평로 80,"질소, 인산 및 칼리질 비료 제조업"
2782,(주)엔티씨,,백*수,전라북도 익산시 왕궁면 송선길 12 ((주)뉴택코팅) (총 3 필지),시멘트 제조업 외 1 종
2783,(주)삼배,,김*배,전라북도 익산시 황등면 용산로 22-15 (하얀예석) (총 2 필지),동물용 사료 및 조제식품 제조업
2784,현대콘크리트,,김*수,전라북도 전주시완산구 효자동2가 368번지,"콘크리트 타일, 기와, 벽돌 및 블록 제조업"
2785,일신직물,,김*남,전라북도 정읍시 월천길 18 (하모동),면직물 직조업
2786,장신정미소,,양*영,전라북도 부안군 하서면 복룡길 1 (주택),곡물 도정업
2787,태성물산,,황*수,전라북도 부안군 변산면 격포리 586-1번지,수산식물 가공 및 저장 처리업
2788,옹중정미소,,김*술,전라북도 부안군 부안읍 옹정로 162 (정미소),곡물 도정업
2789,부안자동차중기보링공업사,,장*철,전라북도 부안군 행안면 염소로 109 (부안보링) (총 3 필지),토목공사 및 유사용 기계장비 제조업
2790,(유)새만금김치,부안행안농공단지,김*환,전라북도 부안군 행안면 옥여길 23 (텃밭김치),과실 및 채소 절임식품 제조업
2791,태화석재,익산황등농공단지,장*환,전라북도 익산시 황등면 석재단지길 91-31,건설용 석제품 제조업
2792,매일두부,,박*순,전라북도 김제시 동서12길 40-4 (요촌동),두부 및 유사식품 제조업
2793,당하정미소,,이*식,전라북도 부안군 동진면 염소로 217 (당하정미소),곡물 도정업
2794,혜성씨앤씨(주),익산삼기농공단지,송*빈,"전라북도 익산시 삼기면 삼기농공단지길 18,  삼기농공단지",기타 절연선 및 케이블 제조업 외 1 종
2795,삼남도정공장,,박*철,전라북도 전주시 덕진구 동산동 379번지,곡물 도정업
2796,(유)전주중기공업사,,김*생,전라북도 전주시 덕진구 신행로 56 (팔복동3가),토목공사 및 유사용 기계장비 제조업
2797,해동기계산업,,정*규,전라북도 전주시완산구 상림동 87번지,일반철물 제조업 외 1 종
2798,티에스플랜트(주),전주제1지방산업단지,신*원,전라북도 전주시 덕진구 구렛들1길 46 (팔복동1가),금속 조립구조재 제조업
2799,중앙중기,,정*석,"전라북도 전주시덕진구 여의동 760-8,4번지",토목공사 및 유사용 기계장비 제조업
2800,(주)일오삼식품,전주제1지방산업단지,이*덕,전라북도 전주시 덕진구 상리1길 7 (팔복동2가),수산식물 가공 및 저장 처리업
2801,마운틴,,국*부,전라북도 전주시 덕진구 안덕원로 107 (진북동),셔츠 및 체육복 제조업 외 6 종
2802,유토피아 종합광고기획,,노*오,전라북도 전주시 완산구 영경1길 14-6 (중화산동2가),간판 및 광고물 제조업
2803,전주파이프,,백*기,전라북도 전주시완산구 상림동 41 번지,강관 제조업
2804,(유)대성닥트,,오*철,전라북도 전주시 완산구 구이로 1841-12 (석구동),산업용 송풍기 및 배기장치 제조업 외 1 종
2805,(주)아이니푸드,,오*섭,전라북도 전주시 완산구 난전들로 156-25 (평화동3가),수산식물 가공 및 저장 처리업
2806,농업회사법인(유)청명푸드,,이*숙,전라북도 전주시 완산구 모악산자락길 39 (중인동),기타 육류 가공 및 저장처리업
2807,다나앙 화장품,,이*진,"전라북도 전주시 완산구 거마중앙로 21 (삼천동1가, 루디아뜨게방)",화장품 제조업
2808,꿈나무식품,,강*수,전라북도 전주시 덕진구 우아8길 17 (우아동3가),식물성 유지 제조업 외 2 종
2809,삼강컨벤션시스템,,한*엽,전라북도 전주시 덕진구 온고을로 286 (팔복동3가),침구 및 관련제품 제조업 외 2 종
2810,(주)리퓨터,전주제2지방산업단지,김*자,"전라북도 전주시 덕진구 팔과정로 20, 301호 (팔복동3가, 덕진아파트형공장)",유선 통신장비 제조업 외 5 종
2811,(주)전주주조,,김*익,"전라북도 전주시 덕진구 신성길 25-31 (성덕동, 주식회사 전주주조)",탁주 및 약주 제조업
2812,(주)예텍,,황*현,전라북도 전주시 덕진구 신복로 18 (팔복동1가),컴퓨터 프린터 제조업 외 1 종
2813,바울석재,,유*조,전라북도 전주시 덕진구 원만성로 83-1 (팔복동2가),건설용 석제품 제조업 외 1 종
2814,주식회사 유로코리아,,정*익,전라북도 전주시덕진구 팔복동2가 270번지 4동,전동기 및 발전기 제조업
2815,경진섬유,,곽*순,전라북도 전주시 덕진구 쪽구름2길 23 (반월동),내의 및 잠옷 제조업 외 1 종
2816,모던메탈,전주친환경첨단복합산업단지(1단계),김*형,전라북도 전주시 덕진구 반룡로 71 (팔복동2가),금속 조립구조재 제조업 외 1 종
2817,뱅크정밀,,이*규,"전라북도 전주시 덕진구 유상로 67,  기계탄소기술원 1층 M/S-1, 2 (팔복동2가)",주형 및 금형 제조업
2818,(유)유창,,장*숙,전라북도 전주시 덕진구 신성길 25-37 (성덕동),"증류기,열교환기 및 가스발생기 제조업"
2819,세환섬유,,이*한,전라북도 전주시 덕진구 와룡3길 4 (송천동2가),유아용 의복 제조업
2820,대영어패럴,전주제1지방산업단지,이*순,"전라북도 전주시 덕진구 신복천변로 25,  2층 (팔복동1가)",내의 및 잠옷 제조업
2821,새롬기업,,고*민,전라북도 전주시 덕진구 편운로 52 (동산동),기타 목재가구 제조업
2822,(유)포디헤윰,,김*하,"전라북도 전주시 덕진구 용정길 16,  1008-6 (여의동)",간판 및 광고물 제조업 외 5 종
2823,*리테크,,김*중,전라북도 전주시 덕진구 야전2길 43-1 (팔복동4가),금속 성형기계 제조업
2824,(주)에이지락,전주제1지방산업단지,정*호,"전라북도 전주시 덕진구 상리로 45, 202호 (팔복동2가)",화장품 제조업
2825,거당,전주제1지방산업단지,전*순,"전라북도 전주시 덕진구 상리로 45,  401호 (팔복동2가)",내의 및 잠옷 제조업
2826,유한회사 두리두리,,이*영,전라북도 전주시 덕진구 고내천변로 24-72 (송천동2가),기타 육류 가공 및 저장처리업 외 1 종
2827,주식회사 제이앤지,,박*우,전라북도 전주시 덕진구 비석날로 36 (여의동),"산업용 오븐, 노 및 노용 버너 제조업 외 1 종"
2828,(재)전주탄소기술원(초경량대형육박),전주친환경첨단복합산업단지(1단계),장*진,"전라북도 전주시 덕진구 반룡로 110-11 (팔복동2가, 전주기계탄소기술원)",그외 기타 분류안된 비금속 광물제품 제조업 외 1 종
2829,평화이엔씨,전주제1지방산업단지,박*자,전라북도 전주시 덕진구 구렛들3길 36 (팔복동1가),그외 기타 1차 철강 제조업 외 12 종
2830,(유)검창금속,,정*훈,전라북도 전주시 덕진구 신복천변1길 28 (팔복동1가),판유리 가공품 제조업
2831,전라창호,,유*수,전라북도 전주시 덕진구 삼례로 124 (고랑동),"금속 문, 창, 셔터 및 관련제품 제조업"
2832,삼성 ENG,,송*숙,전라북도 전주시 덕진구 성곡길 16-4 (성덕동),배전반 및 전기자동제어반 제조업
2833,지원엔지니어링,,박*호,전라북도 전주시 덕진구 반월동 34-1번지,배전반 및 전기자동제어반 제조업 외 2 종
2834,준트랙,전주도시첨단산업단지,최*준,"전라북도 전주시 덕진구 반룡로 109, 전북TP벤처지원동502호 (팔복동2가, 테크노빌A동)",산업처리공정 제어장비 제조업
2835,선정아이텍,,김*자,전라북도 전주시 덕진구 반월동 30-4번지,산업용 로봇 제조업
