순번,회사명,공장소재지주소,생산품,업종명,데이터기준일자
580,(주)티에스콘,경상북도 포항시 북구 청하면 동해대로 2078,콘크리트블록 및 콘크리트관,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 2 종",2025-08-13
581,(주)티에스테크,경상북도 포항시 남구 대송면 운제로 27,배전반 및 전기자동제어반,전동기 및 발전기 제조업 외 1 종,2025-08-13
582,(주)티제이스틸,경상북도 포항시 남구 대송면 철강산단로34번길 139,고철,금속류 해체 및 선별업 외 1 종,2025-08-13
583,(주)티피씨,경상북도 포항시 남구 장흥로197번길 35 (호동),"알루미늄, 철포장재료",그 외 기타 1차 철강 제조업,2025-08-13
584,(주)파솔,경상북도 포항시 남구 연일읍 원서길117번길 17,"PLC,  인버터 조립",배전반 및 전기 자동제어반 제조업,2025-08-13
585,(주)파인콤,경상북도 포항시 남구 대송면 장흥로 38-47,"철탑추락방지장치, 안전발판 등, 철탑추락방지장치, 안전발판 등, 철탑추락방지장치, 안전발판 등, 철탑추락방지장치, 안전발판 등, 철탑추락방지장치, 안전발판 등",육상 금속 골조 구조재 제조업 외 4 종,2025-08-13
586,(주)팔마텍,경상북도 포항시 남구 포스코대로 364 (대도동) 외 6필지,철강계측기,기기용 자동측정 및 제어장치 제조업,2025-08-13
587,(주)페니엘엔지니어링,경상북도 포항시 북구 청하면 용산길 346,"산업용 기계장비, 엔지니어링 연소기기 및 공해방지기기","산업용 오븐, 노 및 노용 버너 제조업",2025-08-13
588,(주)페어윈드,경상북도 포항시 남구 오천읍 철강산단로130번길 190,보관창고,일반 창고업 외 1 종,2025-08-13
589,(주)페어윈드,경상북도 포항시 남구 대송면 철강산단로130번길 187-7,보관창고,일반 창고업 외 1 종,2025-08-13
590,(주)포스로,경상북도 포항시 남구 오천읍 광명리 산 87번지 광명일반산업단지 3B,창고업,일반 창고업,2025-08-13
591,(주)포스지,경상북도 포항시 남구 연일읍 형산강남로418번길 51-1,기계가공,절삭가공 및 유사처리업,2025-08-13
592,(주)포스코,"경상북도 포항시 남구 동해안로 6262, 5번지 외 72필 (동촌동) 외 1필지","철강재, 열연, 후판, 선재, 냉연, 용융아연, 전기아연, 전기강판, 스테인리스스틸, 티타늄, 마그네슘, 철강재, 열연, 후판, 선재, 냉연, 용융아연, 전기아연, 전기강판, 스테인리스스틸, 티타늄, 마그네슘, 철강재, 열연, 후판, 선재, 냉연, 용융아연, 전기아연, 전기강판, 스테인리스스틸, 티타늄, 마그네슘, 철강재, 열연, 후판, 선재, 냉연, 용융아연, 전기아연, 전기강판, 스테인리스스틸, 티타늄, 마그네슘",제철업 외 3 종,2025-08-13
593,(주)포스코,,일반 창고업,일반 창고업,2025-08-13
594,(주)포스코,,"고순도 산소, 질소, 아르곤",수소 제조업 외 1 종,2025-08-13
595,(주)포스코디엑스,경상북도 포항시 남구 호동로 68 (호동),"주문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 ",배전반 및 전기 자동제어반 제조업 외 6 종,2025-08-13
596,(주)포스코모빌리티솔루션 포항1공장,경상북도 포항시 남구 대송면 송덕로 56,스테인리스 판재류,그 외 기타 1차 철강 제조업,2025-08-13
597,(주)포스코모빌리티솔루션 포항2공장,"경상북도 포항시 북구 흥해읍 해안로 1166, (POSCO TMC) 외 1필지","MT, EI CORE/STRIP 외",그 외 기타 전자부품 제조업 외 2 종,2025-08-13
598,(주)포스코모빌리티솔루션 포항3공장,경상북도 포항시 북구 흥해읍 해안로 1155 외 1필지,철강재절단가공품,절삭가공 및 유사처리업,2025-08-13
599,(주)포스코실리콘솔루션,경상북도 포항시 북구 흥해읍 영일만산단로88번길 153,리튬이차전지용 실리콘음극재,운송장비용 이차전지 제조업 외 1 종,2025-08-13
600,(주)포스코엠텍,"경상북도 포항시 남구 철강로 431 (호동, 삼정PNA2공장)",탈산용 알루미늄,"알루미늄 제련, 정련 및 합금 제조업",2025-08-13
601,(주)포스코엠텍,경상북도 포항시 남구 오천읍 철강산단로130번길 198,"철재 내/외주링, 단면측판",비주거용 건물 임대업,2025-08-13
602,(주)포스코엠텍,경상북도 포항시 북구 흥해읍 죽천리 698번지,"자동포장기계, 자동결속기, 기타포장기계 등","용기 세척, 포장 및 충전기 제조업",2025-08-13
603,(주)포스코이앤씨,"경상북도 포항시 남구 대송로 180 (괴동동, 포스코건설(주))","컴퓨터제조(정보처리기기,설계용역)",컴퓨터 제조업,2025-08-13
604,(주)포스코케미칼-포항라임공장,경상북도 포항시 남구 동촌동 8번지,생석회,석회 및 플라스터 제조업,2025-08-13
605,(주)포스코퓨처엠,경상북도 포항시 남구 동해면 블루밸리동로 282,인조흑연 음극재,그 외 기타 분류 안된 화학제품 제조업,2025-08-13
606,(주)포스코퓨처엠,경상북도 포항시 북구 흥해읍 영일만산단로88번길 154,Si-C 음극소재,그 외 기타 분류 안된 비금속 광물제품 제조업,2025-08-13
607,(주)포스코퓨처엠 청림공장 ,경상북도 포항시 남구 신항로 110 (청림동) 외 1필지,"정형, 부정형 내화물 ",정형 내화 요업제품 제조업 외 1 종,2025-08-13
608,(주)포스코퓨처엠 포항양극재공장,,축전지 양극소재,기타 기초 무기 화학물질 제조업,2025-08-13
609,(주)포스코퓨처엠 호동공장 ,"경상북도 포항시 남구 서원재로 7 (호동, 포스렉)","전융마그네시아, 마그카본 등 부정형제품",비금속광물 분쇄물 생산업,2025-08-13
610,(주)포유전기에너지,경상북도 포항시 남구 대송면 운제로 23,전기자동제어반,배전반 및 전기 자동제어반 제조업,2025-08-13
611,(주)포항개발,경상북도 포항시 남구 대송면 제내길31번길 33,"기타섬유염색및 정리업, 근무복, 작업복및 유사의복 제조",섬유제품 기타 정리 및 마무리 가공업 외 4 종,2025-08-13
612,(주)포항그린,경상북도 포항시 남구 대송면 송덕로 188,"폐기물처리장, 폐기물처리장",지정 외 폐기물 처리업 외 1 종,2025-08-13
613,(주)포항석재,경상북도 포항시 북구 흥해읍 동해대로 986,건축용석자재,건설용 석제품 제조업 외 1 종,2025-08-13
614,(주)포항에스알디씨,경상북도 포항시 남구 오천읍 송덕로 232,"철구조물,슬라브절단,스크랩",육상 금속 골조 구조재 제조업 외 4 종,2025-08-13
615,(주)포항에이치앤티,경상북도 포항시 남구 오천읍 오어로359번길 21,금속열처리,기타 가공 공작기계 제조업 외 1 종,2025-08-13
616,(주)포항철강  ,경상북도 포항시 남구 오천읍 철강산단로130번길 187-4,금속원료 ,금속류 원료 재생업,2025-08-13
617,(주)포항필터,경상북도 포항시 북구 청하면 동해대로2315번길 54-4,반도체 필터,액체 여과기 제조업,2025-08-13
618,(주)포항현대상용서비스,경상북도 포항시 남구 호동로 122(호동),"전동발전기, 기계장비",전동기 및 발전기 제조업 외 1 종,2025-08-13
619,(주)포항환경건설,경상북도 포항시 북구 흥해읍 덕장길 220,아스콘,아스팔트 콘크리트 및 혼합제품 제조업,2025-08-13
620,(주)플랜텍,경상북도 포항시 남구 대송로83번길 61 (장흥동),기계제작(제철설비),기체 여과기 제조업,2025-08-13
621,(주)플랜텍,경상북도 포항시북구 흥해읍 용한리 863 번지 외 1필지,"산업/철강설비,Roller, 수소용품제조, 육상금속골조구조재, 수상금속골조구조재, 기타 장비, 가스발생기",육상 금속 골조 구조재 제조업 외 5 종,2025-08-13
622,(주)피에스알,경상북도 포항시 남구 대송면 송덕로126번길 13,시멘트 부원료,비금속류 해체 및 선별업 외 1 종,2025-08-13
623,(주)피에스지,경상북도 포항시 남구 철강로 357 (호동),헬륨가스,수소 제조업 외 1 종,2025-08-13
624,(주)피엔알,경상북도 포항시 남구 동해안로 6262 (동촌동),"직접환원철(HBI, DRI)",기타 제철 및 제강업,2025-08-13
625,(주)피엠그로우,경상북도 포항시 남구 동해면 공당리 6001-12번지 (제조5-12),"이차전지 배터리팩(EV), 전기차 배터리 검사 및 해체장비, 전기차 사용 후 배터리 재제조 물품",운송장비용 이차전지 제조업 외 4 종,2025-08-13
626,(주)피케이앤아이,경상북도 포항시 남구 대송면 제내길19번길 10,"계측장비,배전반,전기전장품",배전반 및 전기 자동제어반 제조업,2025-08-13
627,(주)필드,경상북도 포항시 남구 연일읍 동문로94번길 31,배전반 및 자동제어반,배전반 및 전기 자동제어반 제조업,2025-08-13
628,(주)하나기계,"경상북도 포항시 남구 연일읍 형산강남로418번길 69, 하나기계",초경라이너,그 외 기타 금속가공업,2025-08-13
629,(주)하나기전,경상북도 포항시 남구 호동로58번길 18(호동),"기어, 동력전달장치",기어 및 동력전달장치 제조업,2025-08-13
630,(주)하이드로피아,경상북도 포항시 남구 대송면 운제로 489,"유압설비, 유압밸브스탠드, 유압실린더",유압기기 제조업 외 1 종,2025-08-13
631,(주)하이메탈,경상북도 포항시 북구 청하면 용산길 145 외 3필지,금속전단기,금속 성형기계 제조업,2025-08-13
632,(주)하이청 팜 농업회사법인,경상북도 포항시 북구 기계면 내단길86번길 19-53,"무차, 우엉차, 무말랭이, 무시래기",과실 및 그 외 채소 절임식품 제조업,2025-08-13
633,(주)한국레미콘,경상북도 포항시 북구 흥해읍 동해대로1845번길 83-65 외 2필지,레미콘,레미콘 제조업 외 3 종,2025-08-13
634,(주)한국산업엔지니어링,경상북도 포항시 남구 대송면 철강로250번길 13-6,"크레인,호이스트,철구조물",육상 금속 골조 구조재 제조업 외 2 종,2025-08-13
635,(주)한국에너지파워(광진포항1 태양광발전소),경상북도 포항시 북구 흥해읍 해안로 1001 (현대중공업주식회사) 외 2필지,전기,태양력 발전업,2025-08-13
636,(주)한국에너지파워(광진포항1 태양광발전소),경상북도 포항시 북구 흥해읍 해안로 1155,전기,태양력 발전업,2025-08-13
637,(주)한국엔지니어링,경상북도 포항시 남구 정몽주로 823-19 (청림동),"수배전반,자동제어판넬",배전반 및 전기 자동제어반 제조업,2025-08-13
638,(주)한국협화,"경상북도 포항시 남구 대송로253번길 63 (괴동동, (주)한국협화화학공업)",규산질 비료,복합비료 및 기타 화학비료 제조업 외 1 종,2025-08-13
639,(주)한금포항공장 ,경상북도 포항시 남구 철강산단로 240 (장흥동)," 냉연대강,특수강",냉간 압연 및 압출 제품 제조업,2025-08-13
640,(주)한덕,경상북도 포항시 남구 연일읍 동문로76번길 45,"자동셔터,금속문,금속창","금속 문, 창, 셔터 및 관련제품 제조업",2025-08-13
641,(주)한동기술화학,경상북도 포항시 북구 흥해읍 칠포로 289,녹방지제,그 외 기타 분류 안된 화학제품 제조업,2025-08-13
642,(주)한동생활과학연구소,경상북도 포항시 북구 청하면 청하로 15,"마스크,플라스틱 파이프, 손소독제","플라스틱 선, 봉, 관 및 호스 제조업 외 4 종",2025-08-13
643,(주)한동아이씨티,경상북도 포항시 북구 흥해읍 초곡길 121 (총 2 필지) 외 1필지,"수배전반, 전기 자동제어반",배전반 및 전기 자동제어반 제조업,2025-08-13
644,(주)한동조선,경상북도 포항시 남구 운하로 247 (송도동),강선건조,강선 건조업 외 2 종,2025-08-13
645,(주)한라티씨,경상북도 포항시 남구 구룡포읍 블루밸리로 165,표면처리강재,"도금, 착색 및 기타 표면처리강재 제조업",2025-08-13
646,(주)한로드이엔씨,"경상북도 포항시 북구 흥해읍 삼흥로502번길 25-15, E, G, H동","난간, 울타리 등",구조용 금속 판제품 및 공작물 제조업 외 20 종,2025-08-13
647,(주)한빛트레이,경상북도 포항시 북구 흥해읍 덕장길 11 외 1필지,케이블 트레이 철구조물,그 외 기타 금속가공업,2025-08-13
648,(주)한성씨앤케이,경상북도 포항시 남구 오천읍 송덕로212번길 21,금속절삭기,금속 절삭기계 제조업,2025-08-13
649,(주)한성이엔티,경상북도 포항시 남구 대송면 송덕로126번길 90,"프레임, BEAM",그 외 기타 1차 철강 제조업,2025-08-13
650,(주)한성중공업,경상북도 포항시남구 연일읍 오천리 100번지 외 3필지,"물류취급장비(TONG,LIFT등)",기타 물품 취급장비 제조업,2025-08-13
651,(주)한스웰,경상북도 포항시 북구 청하면 청하로200번길 47,용접재료,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,2025-08-13
652,(주)한신제강,경상북도 포항시 남구 철강로 539(장흥동),철근,열간 압연 및 압출 제품 제조업,2025-08-13
653,(주)한양중기,경상북도 포항시 북구 흥해읍 새마을로 499-36,중기정비,건설 및 채광용 기계장비 제조업,2025-08-13
654,(주)한우리엔지니어링,"경상북도 포항시 남구 연일읍 중단길4번길 3, (주)한우리엔지니어링","전기판넬, 수배전반, PLC, 전기설계감리",배전반 및 전기 자동제어반 제조업,2025-08-13
655,(주)한우유통1번가,경상북도 포항시 북구 기계면 기계로 361,육류(소),육류 기타 가공 및 저장처리업 (가금류 제외),2025-08-13
