순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
105,KCC울산일반산업단지,(주)경성화이켐,"대구광역시 달성군 현풍면 테크노중앙대로5길 15-9, 414B-3L",대구광역시 달성군 현풍면 중리 0-0번지,통신 재판매업 외 1 종,대구경북경제자유구역청,일반산업단지,무선통신소재부품,
106,성서지방산업단지,(주)경신텍스타일,"대구광역시 달서구 성서공단남로23길 14, (2차단지 23-4B 3L) (월암동)",대구광역시 달서구 월암동 1-80번지 (2차단지 23-4B 3L),섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,일반산업단지,화섬직텐타,화섬직
107,달성2차일반산업단지,(주)경안금속,대구광역시 달성군 구지면 내리 851번지 (달성2차 27B 1L),대구광역시 달성군 구지면 내리 851번지 (달성2차 27B 1L),그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,시동모터 케이스,알루미늄
108,성서지방산업단지,(주)경양시스템,"대구광역시 달서구 성서동로53길 26, (1차단지 32B 27L) (장동)",대구광역시 달서구 장동 333-7 번지 (1차단지 32B 27L),그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,자동차부품 자동화설비,
109,,(주)경오전자,대구광역시 동구 안심로73길 5 (신서동),대구광역시 동구 신서동 626-6번지,기타 무선 통신장비 제조업,대구광역시 동구,일반,DMB ANT,"pcb, ABS사출, 고무, 아이케스팅(아연)"
110,성서지방산업단지,(주)경원정공,"대구광역시 달서구 달서대로95길 102, (3차단지 77B12-1L) (호산동)",대구광역시 달서구 호산동 701-9번지 (3차단지 77B12-1L),그 외 기타 특수목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차램프 금형,
111,성서지방산업단지,(주)경원정공,"대구광역시 달서구 달서대로95길 100, (호산동, 3차단지 77B 12-2L)(호산동)","대구광역시 달서구 호산동 701-13 (호산동, 3차단지 77B 12-2L)",주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,금형,"몰드베이스, CORE"
112,성서지방산업단지,(주)경원정밀,"대구광역시 달서구 성서서로55길 10, 1차 56B 6L (신당동)",대구광역시 달서구 신당동 321-1 1차 56B 6L,자동차 재제조 부품 제조업,대구성서산업단지관리공단,일반산업단지,자동차 부품,철
113,북구검단일반산업단지,(주)경인산업,"대구광역시 북구 검단로31길 62, 15동 (검단동)",대구광역시 북구 검단동 711번지,그 외 기타 일반목적용 기계 제조업 외 1 종,대구시티밸리산업단지관리공단,일반산업단지,산업용기계,철판
114,대구제3일반산업단지,(주)경인스텐,대구광역시 북구 노원로25길 8 (노원동3가),대구광역시 북구 노원동3가 35-5번지,배전반 및 전기 자동제어반 제조업,대구제3산업단지관리공단,일반산업단지,전기배전반,스텐
115,서대구일반산업단지,(주)경일프로폰,대구광역시 서구 평리로21길 40 (중리동),대구광역시 서구 중리동 1054-10,일반용 도료 및 관련제품 제조업,서대구산업단지관리공단,일반산업단지,샷시,페인트
116,대구출판산업단지,(주)경진씨앤이,대구광역시 달서구 월성동 1795-11번지,대구광역시 달서구 월성동 1795-11번지,기타 인쇄업 외 1 종,대구성서산업단지관리공단,일반산업단지,"인쇄, 출판",
117,성서지방산업단지,(주)경진에스디에스,"대구광역시 달서구 달서대로91길 107, (3차단지 94B 4-2L) (호림동)",대구광역시 달서구 호림동 1-12번지 (3차단지 94B 4-2L),그 외 기타 전기장비 제조업,대구성서산업단지관리공단,일반산업단지,방화자동문장치,
118,서대구일반산업단지,(주)경훈,대구광역시 서구 와룡로90길 15 (이현동),대구광역시 서구 이현동 42-58번지,"직물, 편조원단 및 의복류 염색 가공업",서대구산업단지관리공단,일반산업단지,폴리에스터 원단 가공,폴리에스터 원단
119,성서지방산업단지,(주)경희강재,대구광역시 달서구 월암동 1080번지 2차단지 32B 1L,대구광역시 달서구 월암동 1080번지 2차단지 32B 1L,"플라스틱 선, 봉, 관 및 호스 제조업",대구성서산업단지관리공단,일반산업단지,"LPG 용기(형강, 철재)",H/CON
120,서대구일반산업단지,(주)계명자동차운전학원 서대구지점,대구광역시 서구 와룡로 490 (이현동),대구광역시 서구 이현동 42-39번지,운전학원,서대구산업단지관리공단,일반산업단지,자동차운전학원,
121,,(주)고려금속,대구광역시 북구 노원동로7길 14 (노원동3가) 외 1필지,대구광역시 북구 노원동3가 1122-3번지 외 1필지,도금업,대구광역시 북구,일반,자동차부품,"철강,약품(화학)"
122,,(주)고려정밀,대구광역시 달성군 하빈면 묘동길 91,대구광역시 달성군 하빈면 묘리 906-3번지,그 외 자동차용 신품 부품 제조업 외 3 종,대구광역시 달성군,일반,자동차부품,
123,대구염색일반산업단지,(주)고려텍스,대구광역시 서구 염색공단중앙로22길 37 (비산동),대구광역시 서구 비산동 2006-62번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔 염색,
124,대구경북경제자유구역수성의료지구,(주)고백기술 ,"대구광역시 수성구 알파시티1로 170, 2층 204 (대흥동)",대구광역시 수성구 대흥동 387번지 2층 204,컴퓨터시스템 통합 자문 및 구축 서비스업,대구경북경제자유구역청,일반산업단지,컴퓨터시스템통합자문 ,
125,서대구일반산업단지,(주)고신테크,"대구광역시 서구 국채보상로 71 (이현동, 고려전선)",대구광역시 서구 이현동 44-14번지,기타 절연선 및 케이블 제조업,서대구산업단지관리공단,일반산업단지,피복절연선케이블,"구리,알루미늄"
126,서대구일반산업단지,(주)고운정보통신,대구광역시 서구 평리로21길 46-1 (중리동),대구광역시 서구 중리동 1054-18,방송장비 제조업,서대구산업단지관리공단,일반산업단지,케이블,통신기자재
127,달성일반산업단지,(주)고은텍스,대구광역시 달성군 논공읍 논공중앙로54길 22,대구광역시 달성군 논공읍 북리 1-52번지,화학섬유직물 직조업,달성1차산업단지관리공단,일반산업단지,폴리에스텔,원사
128,달성2차일반산업단지,(주)고평,대구광역시 달성군 구지면 달성2차3로 17,대구광역시 달성군 구지면 내리 849-16번지,그 외 자동차용 신품 부품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,자동차부품부싱제품,자동차용구조용파이프
129,대구국가산업단지,(주)고평,대구광역시 달성군 구지면 국가산단대로39길 234,대구광역시 달성군 구지면 화산리 1110-13번지,그 외 자동차용 신품 부품 제조업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,자동차부품,"인발강관, 자동차부품용파이프"
130,성서지방산업단지,(주)곤,"대구광역시 달서구 성서공단로21길 100, 1차단지 73B 1L (갈산동)",대구광역시 달서구 갈산동 967번지 1차단지 73B 1L,곡물 혼합분말 및 반죽 제조업,대구성서산업단지관리공단,일반산업단지,단백질 쉐이크,"분리대두단백, 분리유청단백 등"
131,북구검단일반산업단지,(주)공간,"대구광역시 북구 검단공단로 26, 2층 201 (검단동)",대구광역시 북구 검단동 887-62번지,일반용 전기 조명장치 제조업,대구시티밸리산업단지관리공단,일반산업단지,"방등,거실등,센서등, 스위치커버","철판,아크릴,페브릭, 유리 등"
132,성서지방산업단지,(주)공명테크,"대구광역시 달서구 성서로71길 16, (1차 40B 5L) (이곡동)",대구광역시 달서구 이곡동 1000-30 (1차 40B 5L),부직포 및 펠트 제조업,대구성서산업단지관리공단,일반산업단지,부직포 및 펠트,부직포 원단
133,대구금호워터폴리스일반산업단지,(주)공성,,대구광역시 북구 검단동 금호워터폴리스 A13-4,금속 절삭기계 제조업 외 3 종,대구시티밸리산업단지관리공단,일반산업단지,"파이프나사 절삭기, 밴드쏘우, 배관 청소기, 농업용 기계","모터류, 주물, 사출"
134,성서지방산업단지,(주)공성,"대구광역시 달서구 호산로 47, (3차단지 65B 3L) (파호동)",대구광역시 달서구 파호동 203-2번지,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 6 종,대구성서산업단지관리공단,일반산업단지,"차체및특장차, 나사 절삭기, 차체및특장차, 나사 절삭기",철
135,대구국가산업단지,(주)공성,대구광역시 달성군 구지면 국가산단대로49길 181 외 1필지,대구광역시 달성군 구지면 화산리 1110-2 외 1필지,내연기관 화물자동차 및 특수목적용 자동차 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,농산업용 수송 모빌리티 외,"철재류, 주물 외"
136,,(주)광덕강업,대구광역시 군위군 효령면 고곡리 852번지,대구광역시 군위군 효령면 고곡리 852번지,육상 금속 골조 구조재 제조업 외 2 종,대구광역시 군위군,일반,철구조물,H-형강류
137,성서지방산업단지,(주)광덕금속,대구광역시 달서구 성서서로 236 (갈산동) 1차단지 51B 8-3L,대구광역시 달서구 갈산동 182-4 1차단지 51B 8-3L,자동차용 신품 제동장치 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,사이드힌지브라켁 등,철판
138,달성일반산업단지,(주)광동이엔지,대구광역시 달성군 논공읍 논공로53길 20,대구광역시 달성군 논공읍 본리리 29,그 외 기타 금속가공업,달성1차산업단지관리공단,일반산업단지,금속가공,금속
139,,(주)광림센서텍,대구광역시 북구 연암로42길 24-5 (산격동),대구광역시 북구 산격2동 665-8번지,기기용 자동측정 및 제어장치 제조업,대구광역시 북구,일반,수위조절기,전자부품
140,달성2차일반산업단지,(주)광림정공,대구광역시 달성군 구지면 달성2차로 179,대구광역시 달성군 구지면 예현리 759-1번지,절삭가공 및 유사처리업 외 9 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,반도체 디스플레이용 진공 장비,스텐레스
141,달성2차일반산업단지,(주)광림정공,대구광역시 달성군 구지면 예현리 763-13,대구광역시 달성군 구지면 예현리 763-13,반도체 제조용 기계 제조업,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,반도체조립용장비,스텐
142,달성2차일반산업단지,(주)광림정공,"대구광역시 달성군 구지면 달성2차3로 74, (예현리 764-12)",대구광역시 달성군 구지면 예현리 764-12번지 (예현리 764-12),반도체 제조용 기계 제조업 외 4 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,반도체 조립용 장비,
143,북구검단일반산업단지,(주)광명테크,"대구광역시 북구 검단동로 5, 검단테크노밸리 103, 104, 301, 302호 (검단동)","대구광역시 북구 검단동 777-58번지 검단테크노밸리 103, 104, 301, 302호",사무용 기계 및 장비 제조업,대구시티밸리산업단지관리공단,일반산업단지,증명발급 및 사무자동화 시스템,"철판, 케이블, 전자부품"
144,대구경북경제자유구역수성의료지구,(주)광명테크 ,"대구광역시 수성구 달구벌대로604길 14-1, B1-1 (대흥동)",대구광역시 수성구 대흥동 646-64번지 B1-1,응용 소프트웨어 개발 및 공급업,대구경북경제자유구역청,일반산업단지,응용소프트웨어 개발 및 공급,
145,,(주)광명테크엠,"대구광역시 북구 팔달북로8길 38, (주)광명테크엠 (노원동3가)",대구광역시 북구 노원동3가 265-1번지 (주)광명테크엠,주형 및 금형 제조업,대구광역시 북구,일반,주형 금형,
146,대구제3일반산업단지,(주)광명테크엠,대구광역시 북구 팔달북로 23 (노원동3가),대구광역시 북구 노원동3가 708-3,그 외 기타 금속가공업,대구제3산업단지관리공단,일반산업단지,금형 및 가공품,철
