연번,회사명,공장대표주소,업종
969,AD테크,"인천광역시 부평구 안남로418번길 27, 1층 (청천동)","고무, 화학섬유 및 플라스틱 성형기 제조업 외 1 종"
970,B2B ,인천광역시 부평구 부평대로313번길 18 (청천동) 2층,"근무복, 작업복 및 유사의복 제조업 외 12 종"
971,BJW HI-TECH,"인천광역시 부평구 안남로418번길 7, 414-3 (청천동)",유압기기 제조업
972,CMS,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B1층 B110호",절삭가공 및 유사처리업
973,CMS,"인천광역시 부평구 부평대로 301, B1층 B113호 (청천동, 남광센트렉스) B1층 B113호",액정 표시장치 제조업
974,CM테크,"인천광역시 부평구 새벌로 29 1층 104호 (청천동, 부평테크노타워) 1층 104호",자동차용 신품 전기장치 제조업
975,COMCON,"인천광역시 부평구 부평대로 283, B동 B1층 B105호 (청천동, 부평 우림라이온스밸리)",산업용 로봇 제조업
976,CV무역,"인천광역시 부평구 부평대로 301, 4층 424호(청천동, 남광센트렉스) 4층 424호",스크린 인쇄업
977,D&Z,인천광역시 부평구 부개동 299번지 2층,치과용 기기 제조업
978,DSC MOLD,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B120호",주형 및 금형 제조업
979,DS이엔지,"인천광역시 부평구 부평대로 337, 11층 1151호 (청천동, 부평 제이타워3차 지식산업센터) 11층 1151호",배전반 및 전기 자동제어반 제조업
980,EIS CORPORATION,"인천광역시 부평구 부평대로 301 7층 708호 (청천동, 남광센트렉스) 7층 708호",체외 진단 시약 제조업 외 1 종
981,GMS (지엠에스),인천광역시 부평구 청천동 385-5번지,화장품 제조업
982,GQ테크,"인천광역시 부평구 서달로298번길 33-26, 1, 2층 (청천동)",기타 건축용 플라스틱 조립제품 제조업
983,GS ENG,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 4층 407호",기기용 자동측정 및 제어장치 제조업
984,HS산업,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 3층 310-C호","전기회로 개폐, 보호장치 제조업 외 1 종"
985,INNO,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 7층 708호",이동전화기 제조업
986,J&B상사,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B1층 B125호",운송장비용 이차전지 제조업 외 1 종
987,JN TECH,인천광역시 부평구 백범로577번길 15-8 (십정동),절삭가공 및 유사처리업
988,KYC,"인천광역시 부평구 새벌로 29, 7층 719호 (청천동, 부평테크노타워) 7층 719호 외 1필지",금속 절삭기계 제조업
989,MJ FOOD,"인천광역시 부평구 부평대로313번길 84, 1층 (청천동)",천연 및 혼합조제 조미료 제조업
990,MODU System(모두시스템),"인천광역시 부평구 부평대로 337, 7층 747호(청천동, 부평 제이타워3차 지식산업센터) 7층 747호",그 외 기타 일반목적용 기계 제조업
991,MS테크,"인천광역시 부평구 새벌로 29 4층 417호 (청천동, 부평테크노타워) 4층 417호",그 외 기타 전기장비 제조업
992,NS스크린,인천광역시 부평구 평천로199번길 34 (청천동),스크린 인쇄업 외 1 종
993,New Ocean Media,"인천광역시 부평구 부평대로 337, 7층 724호 (청천동, 부평 제이타워3차 지식산업센터) 7층 724호",광고 영화 및 비디오물 제작업
994,PEN아저씨,"인천광역시 부평구 평천로255번길 13, 4층 401호  (청천동) 4층 401호 외 1필지",전시 및 광고용 조명장치 제조업
995,S. L Tech,"인천광역시 부평구 백범로577번길 20, (십정동, 경인센타) 공장동 5층 542호",유선 통신장비 제조업
996,S.C 테크윈,"인천광역시 부평구 부평대로 337, 4층 429호(청천동, 부평 제이타워3차 지식산업센터) 4층 429호 외 1필지",비주거용 건물 임대업
997,SCP,"인천광역시 부평구 부평대로 283, (청천동, 부평 우림라이온스밸리) C동 4층 408호",비주거용 건물 임대업
998,SH테크,"인천광역시 부평구 부평대로329번길 46 (청천동, 펌텍코리아(주))",플라스틱 접착처리 제품 제조업 외 1 종
999,SH테크,인천광역시 부평구 서달로298번길 98 (청천동),기타 가공 공작기계 제조업
1000,SP전자,"인천광역시 부평구 부평대로 337, 5층 550호(청천동, 부평 제이타워3차 지식산업센터) 5층 550호",전자감지장치 제조업 외 1 종
1001,SQ Tech,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 10층 1001호",톱 및 호환성 공구 제조업
1002,The-마크M,인천광역시 부평구 평천로 251 (청천동),기타 부동산 개발 및 공급업
1003,UMAX CORPORATION,"인천광역시 부평구 부평대로 337, 9층 914호 (청천동, 부평 제이타워3차 지식산업센터) 9층 914호",전구 및 램프 제조업
1004,WEL TECH,"인천광역시 부평구 부평대로 301 5층 505호 (청천동, 남광센트렉스) 5층 505호",배전반 및 전기 자동제어반 제조업
1005,WS테크,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 6층 601호 외 2필지",배전반 및 전기 자동제어반 제조업
1006,YH팩토리,"인천광역시 부평구 평천로199번길 34, 2층 (청천동)",인형 및 장난감 제조업 외 1 종
1007,㈜광명무역,"인천광역시 부평구 부평대로 301, 9층 918호 (청천동, 남광센트렉스) 9층 918호",시스템 소프트웨어 개발 및 공급업
1008,㈜뉴스토리,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) C동 2층 208호",콜센터 및 텔레마케팅 서비스업
1009,㈜도르모르,"인천광역시 부평구 새벌로 28, 3층(청천동)",침구 및 관련제품 제조업
1010,㈜디케이엔지,"인천광역시 부평구 부평대로 301 9층 905호 (청천동, 남광센트렉스) 9층 905호",기타 엔지니어링 서비스업
1011,㈜메가커머스,"인천광역시 부평구 부평대로 293, 8층 804호(청천동, 부평테크시티) 8층 804호","근무복, 작업복 및 유사의복 제조업"
1012,㈜바스코 아이씨티,"인천광역시 부평구 주부토로 236, C동 1817호(갈산동, 인천테크노밸리 U1센터) C동 1817호",속도계 및 적산계기 제조업 외 1 종
1013,㈜병림종합,"인천광역시 부평구 부평대로 283,(청천동) A동 3층 306호",기타 전기 변환장치 제조업
1014,㈜복온궁비만연구소,"인천광역시 부평구 부평대로 293, 3층 301호 (청천동, 부평테크시티) 3층 301호","광고물 문안, 도안, 설계 등 작성업"
1015,㈜브릴리언트인터내셔널,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) B동 6층 605호",방송장비 제조업
1016,㈜세인코튼,"인천광역시 부평구 평천로199번길 16, 1층(청천동)",자수제품 및 자수용재료 제조업
1017,㈜센트럴바이오,인천광역시 부평구 새벌로 14 (청천동),화장품 제조업
1018,㈜소여  ,"인천광역시 부평구 부평북로 11, ㈜유비시스코리아 2층 (청천동)",기타 과실ㆍ채소 가공 및 저장 처리업
1019,㈜신우디아이,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) B동 7층 703호","플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
1020,㈜아이크루컴퍼니,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 7층 703-B호",그 외 기타 전자부품 제조업
1021,㈜알앤엠테크,인천광역시 부평구 부평대로 301 (청천동) 남광센트렉스 B1층 B111호,기타 주변기기 제조업
1022,㈜에이엠에스테크,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 3층 306호",비디오 및 기타 영상기기 제조업
1023,㈜엔크리어,"인천광역시 부평구 평천로199번길 35, 1층 (청천동)",기타 가정용 전기기기 제조업
1024,㈜엔터그레인,인천광역시 부평구 안남로402번길 70(청천동),유선 통신장비 제조업 외 4 종
1025,㈜엘케이,인천광역시 부평구 부평북로236번길 11 (청천동) 2층,그 외 자동차용 신품 부품 제조업
1026,㈜엠이케이,인천광역시 부평구 부평대로313번길 30 (청천동) 1층,그 외 기타 특수목적용 기계 제조업 외 1 종
1027,㈜엠커넥트,"인천광역시 부평구 부평대로 283,(청천동, 부평우림라이온스밸리) A동 6층 610호",응용 소프트웨어 개발 및 공급업
1028,㈜오너클랜,"인천광역시 부평구 부평대로 301, 5층 512호(청천동, 남광센트렉스) 5층 512호",응용 소프트웨어 개발 및 공급업
1029,㈜오느른,"인천광역시 부평구 부평대로 337, 10층 1030호(청천동, 부평 제이타워3차 지식산업센터) 10층 1030호",기타 목재가구 제조업 외 1 종
1030,㈜우민테크,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 B1층 B107-B호",경 인쇄업 외 1 종
1031,㈜이래에이치티,"인천광역시 부평구 부평대로 283,(청천동) C동 5층 506호",태양력 발전업
1032,㈜제이한테크,"인천광역시 부평구 새벌로 29 6층 601호 (청천동, 부평테크노타워) 6층 601호",방송장비 제조업 외 2 종
1033,㈜중부테크,"인천광역시 부평구 부평대로 301, 8층 808호(청천동, 남광센트렉스) 8층 808호",전기ㆍ전자공학 연구개발업
1034,㈜진일부품,"인천광역시 부평구 부평대로 301, 5층 513호(청천동, 남광센트렉스) 5층 513호",자동차 엔진용 신품 부품 제조업 외 2 종
1035,㈜크로커스,"인천광역시 부평구 평천로199번길 16, 1층 102호(청천동)",그 외 기타 전자부품 제조업 외 2 종
1036,㈜투제이테크  ,인천광역시 부평구 가좌로96번길 62 (십정동),강관 가공품 및 관 연결구류 제조업
1037,㈜티유아이,"인천광역시 부평구 부평대로 283,(청천동) A동 3층 307호",기억장치 제조업
1038,㈜퓨처웨이,인천광역시 부평구 안남로402번길 15 (청천동) 3층,기타 직물제품 제조업
1039,㈜플로이드,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) A동 5층 503-B호",치과기공물 제조업 외 2 종
1040,㈜피앤비즈,"인천광역시 부평구 부평대로 283,(청천동) A동 5층 505호",응용 소프트웨어 개발 및 공급업
1041,㈜피케이이엔지,"인천광역시 부평구 충선로 372, 2층 (삼산동)","전기회로 개폐, 보호장치 제조업"
1042,㈜한스팝,"인천광역시 부평구 안남로402번길 58, 2층(청천동)",그 외 기타 플라스틱 제품 제조업
1043,㈜휴앤비,인천광역시 부평구 평천로199번길 22(청천동),그 외 기타 플라스틱 제품 제조업 외 3 종
1044,가람,"인천광역시 부평구 부평대로313번길 32, A동 201호 (청천동)",유선 통신장비 제조업
1045,가람 인테리어 디자인,"인천광역시 부평구 부평대로 337, 5층 515호(청천동, 부평 제이타워3차 지식산업센터) 5층 515호",제품 디자인업
1046,가람테크,인천광역시 부평구 새벌로 28 (청천동),운송장비 조립용 플라스틱제품 제조업 외 1 종
1047,가발나라(주),"인천광역시 부평구 평천로199번길 34, 3층 비-1호 (청천동)",가발 및 유사 제품 제조업 외 1 종
1048,가스캐치,"인천광역시 부평구 부평대로 337, 4층 408호(청천동, 부평 제이타워3차 지식산업센터) 4층 408호",산업처리공정 제어장비 제조업 외 1 종
1049,가연산업(주),인천광역시 부평구 청천마차로 188 (청천동) 가연산업,기타 직물제품 제조업
1050,가온,"인천광역시 부평구 부평대로 337, 10층 1012호 (청천동, 부평 제이타워3차 지식산업센터) 10층 1012호","패션, 섬유류 및 기타 전문 디자인업"
1051,가온정밀,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) B동 4층 409-B호",주형 및 금형 제조업
1052,가와테크,"인천광역시 부평구 주부토로 236, B동 817호 (갈산동, 인천테크노밸리 U1센터) B동 817호 외 1필지",그 외 기타 전자부품 제조업
1053,강남자동문설치수리,"인천광역시 부평구 부평대로 337, 6층 601호(청천동, 부평 제이타워3차 지식산업센터) 6층 601호","알루미늄 압연, 압출 및 연신제품 제조업"
1054,강산휠타산업,"인천광역시 부평구 부평대로 283, (청천동, 부평우림라이온스밸리) C동 B2층 B211호",기체 여과기 제조업
1055,갤러리GU,"인천광역시 부평구 주부토로 236, A동 602호(갈산동, 인천테크노밸리 U1센터) A동 602호",차류 가공업
1056,갭스,"인천광역시 부평구 무네미로448번길 103, 한국폴리텍II대학 테크노파크 212,213 (구산동)",가정용 비전기식 조리 및 난방 기구 제조업 외 1 종
1057,갭스,"인천광역시 부평구 부평대로313번길 83, 420-1 (청천동) 외 1필지",가정용 전기 난방기기 제조업 외 1 종
