번호,산업분류번호,업체명,소재지,주생산품,데이터기준일자
212,62,(주)블루오션정보통신,"대전광역시 대덕구 대화로 120, 8층 819호(대화동, 가온비즈타워) 8층 819호 외 1필지","중성자흡수재 및 금속재료시험용 시교, 방사선측정기, 검출기, 고소작업용작업대, 고정장치, 중성자차폐재 교반기",2025-08-18
213,27,(주)비알앤씨,"대전광역시 대덕구 신일서로85번길 65, 2동 E호 (신일동)",터보블로워,2025-08-18
214,28,(주)비앤비테크,"대전광역시 대덕구 상서당1길 62, 101동 (상서동)","Dry Oven, Chamber, 수확용 건조기 외 ",2025-08-18
215,27,(주)비에스테크,"대전광역시 대덕구 대화로 127, A동 3층, B동 1층 (대화동, 청성과학)","창호,블라인드,기타 창문장식재",2025-08-18
216,13,(주)비에스텍,대전광역시 대덕구 대전로1291번길 123 (대화동),"폴딩도어용 전동스크린방충망, 자바라망충망",2025-08-18
217,25,(주)비웨이브시스템,"대전광역시 대덕구 대화로32번길 79 (대화동, 대원종합물산)",머신비젼 검사장비,2025-08-18
218,27,(주)비젼테크,"대전광역시 대덕구 대화로132번안길 34-20(대화동, 아세아기공사)","연,온 복합감지기 및 기타 전자부품",2025-08-18
219,26,(주)빅트론,대전광역시 대덕구 새말2길 68(상서동),코로나진단키트 연구업,2025-08-18
220,70,(주)빌레이,"대전광역시 대덕구 대화로106번길 66, 3층 323호(대화동, 펜타플렉스) 3층 323호",다이오드,2025-08-18
221,26,(주)빛과전자,대전광역시 대덕구 문평동로 68 (문평동),농학연구개발업,2025-08-18
222,70,(주)산들,"대전광역시 대덕구 대화로 120, 6층 605호(대화동, 가온비즈타워) 6층 605호 외 1필지",화물 배차프로그램 개발 공급,2025-08-18
223,58,(주)삼미지엘에스,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 7층 701호 외 3필지",주방용기,2025-08-18
224,25,(주)삼성종합주방,대전광역시 대덕구 대화로 20 (대화동),식품용기,2025-08-18
225,22,(주)삼양패키징 대전1공장,대전광역시 대덕구 대덕대로1417번길 47 (문평동),페트병,2025-08-18
226,22,(주)삼양패키징 대전2공장,대전광역시 대덕구 신일서로17번길 93 (신일동),"의약품, 의약품, 의약품, 의약품",2025-08-18
227,21,(주)삼양홀딩스 MD공장,대전광역시 대덕구 문평서로18번길 55 (문평동),항암제,2025-08-18
228,21,(주)삼양홀딩스 의약공장,대전광역시 대덕구 신일동로 79 (신일동) 외 1필지,캠핑카,2025-08-18
229,30,(주)삼여울,대전광역시 대덕구 대화로32번길 60-50(대화동),화공약품,2025-08-18
230,20,(주)삼우화학,"대전광역시 대덕구 대전로1331번길 84 (대화동, 삼우화학)","염색사,면직물",2025-08-18
231,13,(주)삼원,"대전광역시 대덕구 대화로52번안길 100 (대화동, 삼원)",도로안전시설물,2025-08-18
232,33,(주)삼원테크,대전광역시 대덕구 상서동 423-1번지 외 3필지,"특수볼트, 기계부품",2025-08-18
233,25,(주)삼진볼트,대전광역시 대덕구 신일동로33번길 17 (신일동),"상하수도밸브, 관련부품",2025-08-18
234,29,(주)삼진정밀 제4공장,대전광역시 대덕구 대화로32번길 30 (대화동),수배전반,2025-08-18
235,28,(주)상일전기,대전광역시 대덕구 오정로76번길 33 (오정동),샤시,2025-08-18
236,25,(주)상현건설,대전광역시 대덕구 한남로138번길 64 (오정동),경영자문,2025-08-18
237,71,(주)새길,"대전광역시 대덕구 대화로106번길 66, 5층 512호(대화동, 펜타플렉스) 5층 512호 외 1필지",철도신호용품,2025-08-18
238,31,(주)서우건설산업,대전광역시 대덕구 신일서로 45 (신일동),라이브스탁 온라인 플랫폼,2025-08-18
239,58,(주)서제커머스,"대전광역시 대덕구 대화로150번길 113, 307호 (대화동)","초경팁, 코발트팁",2025-08-18
240,25,(주)서주에코닉스,대전광역시 대덕구 방두말5길 19 (상서동),조명기구,2025-08-18
241,28,(주)석정비앤이,"대전광역시 대덕구 대화로 135, 103호(대화동)",절삭공구,2025-08-18
242,25,(주)선진하이텍,"대전광역시 대덕구 대전로1291번길 133, 2동 5호 (대화동)",디자인펜스,2025-08-18
243,25,(주)선창,대전광역시 대덕구 아리랑로114번길 5 (읍내동) 외 2필지,김치,2025-08-18
244,10,(주)설정숙김치본가,대전광역시 대덕구 방두말1길 20-22 (상서동) (총 2 필지) 외 1필지,조미김,2025-08-18
245,10,(주)성경식품 3공장,대전광역시 대덕구 와동 284-1,"조미김, 자반",2025-08-18
246,10,(주)성경식품 제2공장,대전광역시 대덕구 신탄진로 377 (와동) 주식회사 성경식품,자동제어판넬,2025-08-18
247,28,(주)성광일렉트로닉스,"대전광역시 대덕구 대화로 120, 5층 521호(대화동, 가온비즈타워) 5층 521호",전기 관련 엔지니어링,2025-08-18
248,72,(주)성도산전,"대전광역시 대덕구 대화로106번길 66, B1층 B104호(대화동, 펜타플렉스) B1층 B104호 외 2필지",유회수기,2025-08-18
249,29,(주)성동해양기술,"대전광역시 대덕구 대화로 120, 3층 304호(대화동, 가온비즈타워) 3층 304호 외 4필지",스틸판넬제작/제동제어부품 ,2025-08-18
250,28,(주)성복엔지니어링,"대전광역시 대덕구 대화로106번길 66, 7층 717호(대화동, 펜타플렉스) 7층 717호",방수제품,2025-08-18
251,20,(주)성산기업,"대전광역시 대덕구 신일서로85번길 91, 1층 101-1 (신일동, 벤쳐타운다산관)",반도체 부품,2025-08-18
252,29,(주)성신테크,대전광역시 대덕구 대덕대로1448번길 190 (신일동),IoT 자동화 소프트웨어 개발 및 공급,2025-08-18
253,58,(주)성심소프트,"대전광역시 대덕구 대화로 120, 9층 938호(대화동, 가온비즈타워) 9층 938호 외 4필지",철도차량부품,2025-08-18
254,31,(주)성주엠아이,대전광역시 대덕구 문평서로17번길 55 (문평동),"안전난간대지주, 호이스트방호선반, 개구부, 안전통로, 낙방사다리",2025-08-18
255,25,(주)성지에스에프,"대전광역시 대덕구 대화로32번길 79, 6동(대화동, 대원종합물산)","휀스, 구조물이음장치, 수압시험기, 실험실용배기기, 원판사포기, 몰드베이스",2025-08-18
256,25,(주)성진테크놀로지,"대전광역시 대덕구 대전로 1297 (읍내동, 성창기공)",타올염색,2025-08-18
257,13,(주)성환,"대전광역시 대덕구 평촌1길 78 (평촌동, (주)성환)",화장품,2025-08-18
258,20,(주)세레코,"대전광역시 대덕구 평촌2길 98(평촌동, (주)세레코)",금속처리,2025-08-18
259,25,(주)세림,대전광역시 대덕구 평촌4길 15 (평촌동),"무정전전원장치, 전압조정기, 충전기, 변압기 등",2025-08-18
260,28,(주)세방전기,"대전광역시 대덕구 신탄진로115번안길 13, (주)세방전기(신대동, (주)세방전기)","산소발생기, 산소캡슐",2025-08-18
261,29,(주)세보에너지,대전광역시 대덕구 벚꽃길 116-1 (상서동),자동문 제조,2025-08-18
262,29,(주)세신자동문강화유리,대전광역시 대덕구 대화로161번길 13 (대화동),광통신모듈,2025-08-18
263,26,(주)세영기술,대전광역시 대덕구 문평동로 68 (문평동),연구기자재 및 설비,2025-08-18
264,25,(주)세와비전,대전광역시 대덕구 새말2길 1 (상서동),"FIN, 소화기 부품",2025-08-18
265,25,(주)세일정밀,대전광역시 대덕구 대화로132번길 120 (대화동) 세일정밀,디자인휀스 및 금속구조물,2025-08-18
266,25,(주)세종티엔디,대전광역시 대덕구 오정로14번길 13 (오정동),아노다이징,2025-08-18
267,25,(주)세진금속,"대전광역시 대덕구 상서당1길 28, (주)세진금속 (상서동)","냉동공조장치, 냉온풍제습건조기",2025-08-18
268,29,(주)세진플렌트,대전광역시 대덕구 오정로77번길 38 (오정동),"멤브레인,분리장치,수처리설비 외, 멤브레인,분리장치,수처리설비 외, 멤브레인,분리장치,수처리설비 외, 멤브레인,분리장치,수처리설비 외, 멤브레인,분리장치,수처리설비 외, 멤브레인,분리장치,수처리설비 외, 멤브레인,분리장치,수처리설비 외",2025-08-18
269,26,(주)세프라텍,"대전광역시 대덕구 계족로 730, (주)세프라텍 (읍내동)","배전반, MCC반 ",2025-08-18
270,28,(주)세한계전,"대전광역시 대덕구 대전로1291번길 40, 3동(읍내동)",자동차부품,2025-08-18
271,25,(주)세형,대전광역시 대덕구 문평동로 41-21 (문평동),자동차부품,2025-08-18
272,25,(주)세형,대전광역시 대덕구 산업단지로 125 (신일동),산업용기계,2025-08-18
273,25,(주)세형이엔지,대전광역시 대덕구 평촌2길 55 (평촌동),압축기,2025-08-18
274,29,(주)세화진공 대전공장,대전광역시 대덕구 신일동로33번길 33 (신일동),자동차용 반도체 및 회로,2025-08-18
275,70,(주)셀포인트,"대전광역시 대덕구 신일서로68번길 21, 3층(신일동)",목재파렛트,2025-08-18
276,16,(주)송도목재,대전광역시 대덕구 문평동로48번길 146 (문평동),"냉장전란,냉장난황,냉장난백,냉동전란,냉동난백,냉동난황",2025-08-18
277,10,(주)송연에프엔비,대전광역시 대덕구 방두말1길 20-22(상서동) 외 1필지,실험설비,2025-08-18
278,27,(주)수만,대전광역시 대덕구 문평서로17번길 105(문평동),기계류부분품,2025-08-18
279,25,(주)수성테크,"대전광역시 대덕구 신일서로104번길 2 (신일동, (주)수성테크) 외 1필지",잔디밭 및 운동장 관리기구,2025-08-18
280,29,(주)스마츠,"대전광역시 대덕구 대화로106번길 66, 3층 325호(대화동, 펜타플렉스) 3층 325호",유해가스정화장치,2025-08-18
281,25,(주)스마트코리아,대전광역시 대덕구 한남로113번길 31 (오정동),"고형 추출차 (홍차), 레몬에이드",2025-08-18
282,10,(주)스윗티,대전광역시 대덕구 대전로1331번길 210 (대화동),드론(산업용),2025-08-18
283,31,(주)스카이텍,"대전광역시 대덕구 대화로106번길 66, 5층 514호(대화동, 펜타플렉스) 5층 514호","휀스, 볼라드, 학교 및 체육시설울타리, 태양광LED휀스, 보안등, 가로등, 벤치, 태양광LED",2025-08-18
284,25,(주)스타온,대전광역시 대덕구 오정로63번길 61 (오정동),스태킹 용품 디자인,2025-08-18
285,73,(주)스태킹코리아,"대전광역시 대덕구 대화로 120, 1층 S110호(대화동, 가온비즈타워) 1층 S110호 외 1필지",소방설비 성능시험장치,2025-08-18
286,27,(주)스탠더드시험연구소,"대전광역시 대덕구 산업단지로87번길 90, A동 (신일동, 아산테크)",IPTV 방송 시스템,2025-08-18
287,26,(주)스트림비젼,대전광역시 대덕구 동서대로1778번길 10 (비래동),교육용 큐브위성,2025-08-18
288,31,(주)스페이스에듀잉,"대전광역시 대덕구 대화로106번길 66,(대화동, 펜타플렉스) 1동 9층 905호",안경렌즈,2025-08-18
289,27,(주)승화,대전광역시 대덕구 신일서로18번길 100 (신일동),"실험실용 냉장, 냉동고, 유해가스 정화정치, 총유기탄소연속자동츠정기 및 그 부속기기, 초순수제조장치",2025-08-18
290,29,(주)시마즈사이언티픽코리아,"대전광역시 대덕구 대화로 120, 12층 1201호(대화동, 가온비즈타워) 12층 1201호 12층 1201호 외 4필지",스크린파크골프 컴퓨터시뮬레이터,2025-08-18
291,26,(주)시뮬랩,"대전광역시 대덕구 덕암로265번길 95, 302호 (덕암동)","음향신호기, CCTV 소프트웨어 등, 클립핀",2025-08-18
292,28,(주)시언,"대전광역시 대덕구 대화로 120, 2층 217호(대화동, 가온비즈타워) 2층 217호 2층 217호",시스템 소프트웨어 개발,2025-08-18
293,58,(주)시큐어포인트,"대전광역시 대덕구 대화로106번길 66, 9층 902호(대화동, 펜타플렉스) 9층 902호",지하수상부보호공/염소투입기/수위조절기/디젤발전기/시각장애인용 음성안내기,2025-08-18
294,27,(주)신대륙이엔씨,대전광역시 대덕구 대전로1142번길 11-14 (오정동),알미늄샤시,2025-08-18
295,25,(주)신대영,대전광역시 대덕구 대전천북로 244 (오정동),"항온항습기, 제습기,공기조화기",2025-08-18
296,29,(주)신성그린엔지니어링,"대전광역시 대덕구 신일동로93번길 17-3 (신일동, (주)신성그린엔지니어링)",알루미늄 창호,2025-08-18
297,25,(주)신안스틸,"대전광역시 대덕구 대화로50번길 57-12, 1동 (대화동)",세라믹수지(요업용유약),2025-08-18
298,20,(주)신영기업,대전광역시 대덕구 오정로51번길 54-12 (오정동),화장품 ODM 경영컨설팅,2025-08-18
299,71,(주)신영코리아,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 5층 518호",육수,2025-08-18
300,10,(주)신오물산,"대전광역시 대덕구 신탄진로756번안길 65 (신탄진동, (주)신오물산)",타이어금형,2025-08-18
301,29,(주)신우금형,대전광역시 대덕구 벚꽃길 93 (상서동) 외 2필지,우레탄판넬,2025-08-18
302,25,(주)신우산업,"대전광역시 대덕구 문평동로 65 (문평동, (주)신우산업문평동공장) 외 2필지","자동제어빌딩제어반,계장제어반, 배전반 분전반",2025-08-18
303,28,(주)신우전기,대전광역시 대덕구 오정로41번길 28-20(오정동),조명기구,2025-08-18
304,25,(주)신우하이테크,"대전광역시 대덕구 벚꽃길 93 (상서동, (주)신우금형) (총 3 필지) 외 2필지",그라프,2025-08-18
305,30,(주)신일제작 제2공장,"대전광역시 대덕구 대화로52번안길 118 (대화동, 신일제작)",해양소음판넬제작,2025-08-18
306,25,(주)신호산업,대전광역시 대덕구 오정로23번길 34 (오정동),첨착활성탄,2025-08-18
307,29,(주)써스텍,대전광역시 대덕구 신일서로 45 (신일동),단열패키지,2025-08-18
308,25,(주)썸타지,"대전광역시 대덕구 신일동로 105, 1층 101-2 (신일동, 벤쳐타운장영실관)","태양광 구조물,강관",2025-08-18
309,25,(주)쏠라에스티,대전광역시 대덕구 신일서로86번길 30 (신일동),태양광모듈접속반,2025-08-18
310,26,(주)쏠라크리닉,"대전광역시 대덕구 신일동로 105, 1동 1층 104 (신일동, 벤쳐타운장영실관) 1동 1층 104호",수질분석키트,2025-08-18
311,20,(주)씨맥,대전광역시 대덕구 신일서로68번길 21 (신일동),환경촉매,2025-08-18
312,20,(주)씨비비,대전광역시 대덕구 대덕대로1284번길 279(신일동),D.V.R,2025-08-18
313,26,(주)씨아이디지털,대전광역시 대덕구 신일동로 97 (신일동),SET TOP BOX,2025-08-18
314,26,(주)씨아이디지털,대전광역시 대덕구 신일동로 101 (신일동),산업용 송풍기,2025-08-18
315,29,(주)씨아이티시스템,대전광역시 대덕구 대덕대로1284번길 323 (신일동),"흄후드, 실험대, 싱크대, 시약장",2025-08-18
316,29,(주)씨앤씨랩,"대전광역시 대덕구 대화로50번길 57-34(대화동, (주)씨앤씨랩)",연료전지부품,2025-08-18
317,29,(주)씨에이치피인터,"대전광역시 대덕구 대화로106번길 66, 3층 329호(대화동, 펜타플렉스) 3층 329호","미생물 배양기, 연속분해장치(SMB), 오토샘플러(샘플링 자동기계)",2025-08-18
